# ACTS Test Suite Generation: Tue Dec 15 09:46:01 JST 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 13
# Maximum number of values per parameter: 101
# Number of configurations: 11442
p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
8,83,2,7,1,85,3,0,0,62,27,7,68
2,83,4,0,5,86,1,2,0,58,21,92,69
8,83,59,0,2,87,5,1,1,27,9,4,70
7,83,22,10,2,88,2,1,1,30,33,86,71
6,83,53,8,4,89,3,2,1,31,12,55,72
2,83,40,12,2,90,0,1,1,32,10,84,73
7,83,73,2,3,91,2,1,0,59,10,98,74
8,83,27,11,5,92,0,3,0,39,1,83,75
1,83,12,8,6,93,3,1,1,17,23,77,76
2,83,45,15,4,94,4,2,0,74,16,46,77
7,83,38,6,1,95,0,4,1,89,3,61,78
8,83,65,8,0,96,0,3,1,92,19,71,79
1,83,8,2,5,97,0,2,0,95,6,78,80
3,83,25,10,1,98,1,1,1,69,6,44,81
2,83,49,15,3,99,0,2,1,96,33,57,82
7,83,56,13,1,100,0,4,1,31,14,87,83
7,84,4,15,1,0,1,4,1,45,42,79,85
1,84,47,0,2,1,5,2,0,50,18,80,86
3,84,6,11,3,2,0,0,1,51,20,94,87
5,84,10,12,5,3,3,1,0,46,32,68,88
6,84,37,2,6,4,4,3,0,8,33,89,89
8,84,11,5,4,5,2,0,0,48,36,4,90
9,84,14,7,0,6,3,3,1,77,1,22,91
2,84,25,10,1,7,3,0,1,88,5,43,92
4,84,27,13,0,8,2,0,0,55,7,70,93
2,84,19,3,4,9,0,2,1,58,8,39,94
8,84,61,6,1,10,4,0,0,14,10,73,95
4,84,0,8,5,11,4,4,1,42,19,72,96
1,84,1,9,5,12,4,2,0,43,22,75,97
7,84,41,4,2,13,2,3,0,82,38,26,98
3,84,35,1,2,14,0,2,0,13,0,92,99
7,84,73,14,6,15,0,2,1,19,2,1,100
3,84,60,5,3,16,0,4,1,85,3,32,0
7,84,22,15,4,17,3,2,1,94,6,47,1
1,84,39,10,3,18,0,3,1,89,9,64,2
3,84,12,6,0,19,3,0,0,12,11,67,3
4,84,48,3,0,20,2,0,0,15,14,49,4
1,84,13,5,5,21,2,2,0,98,15,59,5
5,84,34,14,0,22,5,2,0,6,16,54,6
4,84,68,10,1,23,5,2,1,76,17,42,7
5,84,18,4,1,24,3,2,0,97,21,62,8
5,84,20,7,5,25,0,3,1,99,25,85,9
7,84,55,9,1,26,3,4,1,3,28,98,10
7,84,62,10,3,27,0,4,1,62,29,99,11
6,84,64,4,6,28,2,0,1,95,31,48,12
2,84,29,13,0,29,4,1,1,4,35,51,13
3,84,33,15,2,30,0,4,1,83,37,76,14
6,84,34,9,3,31,1,1,1,2,39,81,15
6,84,59,3,5,32,2,3,0,5,43,83,16
9,84,43,13,4,33,0,3,1,86,4,69,17
8,84,44,4,0,34,3,3,1,79,12,27,18
9,84,52,6,3,35,0,0,0,0,13,28,19
5,84,56,10,0,36,2,4,1,87,24,37,20
7,84,40,5,3,37,2,1,1,84,26,41,21
7,84,49,13,6,38,1,0,0,7,30,60,22
5,84,58,3,5,39,1,2,0,22,40,5,23
1,84,3,10,0,40,0,0,1,93,23,46,24
7,84,28,4,1,41,0,3,0,18,34,90,25
5,84,54,3,2,42,2,1,0,9,41,93,26
9,84,24,12,1,43,2,3,0,64,27,10,27
9,84,65,4,0,44,1,4,0,72,31,21,28
9,84,70,3,1,45,1,2,1,75,26,15,29
2,84,72,11,0,46,5,4,0,91,4,24,30
7,84,23,7,1,47,2,3,0,20,14,16,31
6,84,15,7,1,48,0,0,1,23,26,36,32
1,84,47,7,3,49,4,0,1,81,15,38,33
4,84,63,2,4,50,1,2,0,92,42,25,34
1,84,69,6,3,51,3,2,0,26,20,52,35
4,84,16,6,5,52,1,3,0,29,41,88,36
4,84,7,2,1,53,5,4,1,30,9,35,37
3,84,26,8,1,54,2,0,1,1,43,44,38
1,84,42,2,0,55,2,3,1,17,8,50,39
8,84,17,4,5,56,0,0,1,27,15,97,40
8,84,32,3,0,57,3,2,0,28,35,14,41
5,84,31,11,3,58,3,4,1,68,38,17,42
2,84,71,7,4,59,1,3,1,69,23,63,43
3,84,67,14,5,60,2,2,1,35,15,82,44
9,84,30,9,5,61,1,1,0,38,31,28,45
9,84,36,14,2,62,0,2,1,41,28,3,46
9,84,57,8,4,63,2,3,1,71,22,53,47
5,84,21,9,1,64,0,0,1,33,26,19,48
8,84,9,6,0,65,0,0,0,34,10,9,49
5,84,46,3,6,66,4,3,0,96,6,70,50
7,84,51,7,1,67,4,0,1,97,42,20,51
7,84,66,7,4,68,1,4,1,11,27,30,52
3,84,45,13,5,69,2,4,1,44,10,11,53
7,84,5,2,0,70,5,2,0,54,24,41,54
5,84,50,12,5,71,4,0,1,56,16,40,55
6,84,53,9,5,72,4,3,1,57,19,55,56
6,84,2,13,2,73,0,3,0,73,0,77,57
4,84,14,1,5,74,0,2,1,74,33,29,58
1,84,18,13,0,75,2,1,0,90,13,18,59
1,84,8,9,6,76,5,0,1,24,22,74,60
6,84,6,12,1,77,3,2,1,25,22,96,61
4,84,7,3,2,78,5,2,1,36,38,8,62
4,84,55,7,2,79,4,4,0,53,9,2,63
3,84,59,0,6,80,5,0,1,61,43,35,64
6,84,2,15,0,81,4,1,1,21,14,91,65
2,84,28,2,5,82,5,1,0,47,34,13,66
5,84,47,7,5,83,1,4,1,60,29,23,67
4,84,20,11,1,84,3,3,1,63,5,31,68
7,84,23,13,2,85,0,1,0,66,33,56,69
5,84,60,10,6,86,5,1,0,67,3,65,70
5,84,50,11,6,87,2,4,0,49,6,12,71
4,84,10,10,0,88,3,1,0,52,7,84,72
2,84,74,6,1,89,5,4,1,65,43,7,73
3,84,40,11,6,90,2,1,1,31,23,57,74
8,84,31,13,0,91,3,3,0,37,34,92,75
6,84,38,6,5,92,3,3,0,32,2,94,76
2,84,51,8,5,93,3,3,1,40,24,97,77
7,84,70,1,5,94,0,4,1,59,34,10,78
3,84,70,8,0,95,1,3,0,71,26,66,79
6,84,48,12,5,96,5,1,0,16,7,58,80
9,84,58,14,4,97,3,3,0,10,8,65,81
1,84,12,3,6,98,0,0,0,70,19,86,82
1,84,48,9,6,99,0,2,1,39,13,78,83
6,84,56,3,2,100,1,0,0,80,43,77,84
7,85,73,15,1,0,1,4,1,43,42,68,86
1,85,0,0,2,1,5,2,0,74,18,89,87
3,85,17,11,3,2,0,0,0,57,20,6,88
5,85,29,12,5,3,3,1,0,58,32,7,89
6,85,41,2,6,4,4,3,1,68,33,37,90
8,85,52,5,4,5,2,2,0,82,36,48,91
9,85,51,7,0,6,1,2,0,85,1,56,92
2,85,54,10,4,7,3,0,0,88,5,75,93
4,85,3,13,4,8,5,2,0,87,7,63,94
1,85,16,3,4,9,3,0,1,2,8,76,95
2,85,27,6,4,10,1,4,1,91,10,5,96
4,85,35,8,4,11,1,2,0,76,19,71,97
8,85,57,9,4,12,3,3,0,77,22,1,98
3,85,6,4,1,13,2,1,0,94,38,51,99
3,85,10,1,1,14,1,2,1,78,0,44,100
4,85,5,14,3,15,4,3,1,90,2,47,0
4,85,24,4,4,16,5,1,0,93,3,66,1
1,85,33,9,3,17,2,2,0,62,6,82,2
2,85,36,9,0,18,4,1,0,95,9,73,3
8,85,39,5,2,19,1,2,1,72,11,33,4
8,85,64,2,1,20,0,4,0,3,14,34,5
3,85,29,7,2,21,0,4,1,96,15,21,6
3,85,65,1,0,22,0,4,0,99,16,49,7
9,85,42,2,1,23,1,1,0,0,17,59,8
8,85,61,7,1,24,2,4,0,8,21,67,9
4,85,62,5,1,25,2,1,0,9,25,72,10
6,85,68,14,0,26,1,1,1,19,28,90,11
5,85,13,3,3,27,5,4,1,75,29,52,12
7,85,38,3,5,28,0,2,1,83,31,80,13
3,85,37,5,4,29,2,2,0,80,35,24,14
8,85,71,10,1,30,2,4,0,67,37,99,15
9,85,19,13,6,31,0,2,0,98,39,69,16
2,85,22,9,2,32,0,2,0,13,43,95,17
4,85,32,4,2,33,0,3,0,26,4,64,18
2,85,63,10,0,34,4,0,0,1,12,32,19
9,85,66,8,6,35,3,2,0,4,13,38,20
1,85,69,7,3,36,4,3,0,15,24,85,21
1,85,11,5,1,37,1,0,0,36,26,96,22
2,85,2,8,0,38,4,1,1,66,30,27,23
6,85,1,6,1,39,5,3,1,10,40,81,24
1,85,31,7,1,40,3,2,1,46,23,16,25
8,85,18,11,0,41,2,1,0,6,34,88,26
5,85,21,9,2,42,0,4,0,7,41,45,27
5,85,26,5,1,43,3,4,0,59,27,11,28
4,85,48,4,3,44,3,1,1,60,40,14,29
4,85,44,10,6,45,3,2,1,61,11,25,30
2,85,43,7,2,46,4,1,0,84,11,39,31
5,85,72,12,4,47,1,3,1,18,29,22,32
8,85,14,10,6,48,5,3,0,19,41,40,33
8,85,74,9,6,49,4,3,0,65,15,18,34
9,85,49,7,2,50,4,2,0,71,5,43,35
2,85,12,5,0,51,4,3,0,81,17,60,36
5,85,25,6,5,52,1,1,1,23,33,26,37
4,85,55,9,2,53,2,1,1,11,21,46,38
6,85,30,9,6,54,4,3,0,27,4,53,39
6,85,63,15,4,55,5,4,0,28,6,57,40
8,85,72,12,3,56,2,0,1,38,2,23,41
6,85,4,14,0,57,0,0,0,30,34,8,42
9,85,53,5,3,58,0,2,0,33,27,3,43
7,85,56,8,4,59,3,0,1,12,15,29,44
3,85,20,1,1,60,3,2,1,14,8,35,45
2,85,59,10,3,61,2,2,0,32,28,79,46
9,85,56,4,3,62,5,4,0,34,7,2,47
8,85,23,8,2,63,5,2,0,37,13,10,48
1,85,45,15,0,64,4,2,0,39,22,15,49
9,85,70,9,1,65,5,0,0,42,4,94,50
1,85,43,14,1,66,0,0,1,47,32,19,51
7,85,47,0,2,67,5,0,0,69,24,28,52
5,85,58,13,3,68,5,1,1,84,0,36,53
4,85,34,7,1,69,4,2,1,41,3,39,54
8,85,15,8,2,70,5,4,1,48,25,50,55
4,85,50,14,4,71,4,2,1,51,5,54,56
6,85,9,0,1,72,2,0,1,53,40,92,57
8,85,46,2,5,73,2,1,1,54,8,93,58
3,85,60,4,4,74,1,2,1,56,21,4,59
9,85,7,13,6,75,1,2,1,49,14,9,60
2,85,61,10,0,76,2,3,1,92,16,30,61
8,85,67,3,2,77,3,3,1,20,12,61,62
8,85,9,6,3,78,2,0,1,21,1,77,63
3,85,3,2,3,79,0,2,1,25,41,17,64
7,85,28,1,1,80,3,2,0,52,6,83,65
1,85,12,1,6,81,4,4,0,55,14,37,66
8,85,45,3,0,82,1,2,0,70,1,48,67
8,85,65,1,1,83,5,1,0,16,27,55,68
8,85,71,13,5,84,1,0,0,17,12,58,69
5,85,27,10,4,85,0,0,0,45,21,62,70
8,85,32,13,5,86,5,0,1,64,27,1,71
1,85,30,9,2,87,4,1,0,86,9,31,72
1,85,61,8,2,88,0,2,0,35,15,97,73
8,85,64,10,3,89,5,4,0,40,33,13,74
2,85,27,10,5,90,4,1,0,6,10,42,75
7,85,44,9,0,91,4,1,0,44,5,91,76
8,85,40,6,5,92,4,1,0,63,13,98,77
7,85,3,1,1,93,5,1,1,24,15,3,78
1,85,11,9,0,94,5,0,1,73,41,12,79
1,85,24,0,4,95,3,3,0,5,27,78,80
3,85,25,7,5,96,4,3,1,79,22,81,81
3,85,5,15,3,97,1,3,1,89,10,74,82
9,85,8,7,3,98,1,0,0,97,11,80,83
8,85,9,12,1,99,1,3,1,50,27,86,84
9,85,17,7,6,100,4,4,0,53,4,87,85
7,86,59,15,1,0,1,4,1,75,42,60,87
1,86,10,0,2,1,5,2,0,78,18,33,88
3,86,24,11,3,2,0,0,0,49,20,73,89
5,86,26,12,5,3,3,1,0,50,32,79,90
6,86,55,2,6,4,4,3,0,51,33,97,91
8,86,57,5,4,5,2,4,0,76,36,15,92
9,86,62,7,0,6,2,0,1,79,1,49,93
2,86,68,10,6,7,5,2,1,82,5,68,94
4,86,1,13,4,8,1,0,1,12,7,53,95
1,86,49,3,3,9,4,0,0,13,8,57,96
4,86,50,6,1,10,1,2,0,27,10,90,97
1,86,19,8,1,11,4,3,0,28,19,5,98
6,86,23,9,1,12,4,1,1,81,22,99,99
4,86,28,4,0,13,5,1,0,88,38,12,100
5,86,65,1,6,14,2,3,1,89,0,21,0
3,86,35,14,2,15,1,4,0,62,2,38,1
1,86,44,5,6,16,1,0,1,74,3,59,2
1,86,60,6,5,17,2,4,1,90,6,71,3
8,86,22,9,0,18,5,1,0,18,9,98,4
5,86,31,4,1,19,4,2,1,96,11,54,5
1,86,36,12,0,20,2,2,1,55,14,66,6
7,86,58,2,5,21,4,4,0,4,15,75,7
1,86,66,0,4,22,2,1,1,8,16,72,8
9,86,0,5,0,23,4,2,0,2,17,46,9
2,86,6,6,3,24,4,1,1,91,21,63,10
4,86,37,2,1,25,2,4,1,94,25,77,11
8,86,48,8,1,26,1,2,0,54,28,95,12
8,86,63,6,3,27,4,3,0,80,29,16,13
6,86,13,9,5,28,0,2,1,9,31,70,14
2,86,42,3,5,29,2,3,1,87,35,22,15
8,86,39,8,4,30,1,0,0,77,37,34,16
2,86,54,1,6,31,4,1,0,14,39,76,17
6,86,34,13,6,32,0,1,0,15,43,82,18
1,86,51,7,1,33,5,0,1,68,4,30,19
9,86,41,3,3,34,3,0,1,5,12,44,20
1,86,16,5,2,35,4,2,0,3,13,56,21
5,86,72,4,6,36,5,2,0,83,24,20,22
2,86,33,6,2,37,0,1,0,86,26,89,23
5,86,38,13,6,38,4,1,0,17,30,32,24
9,86,70,12,2,39,3,2,1,98,40,42,25
3,86,27,5,3,40,3,4,1,57,23,43,26
3,86,52,10,6,41,5,1,1,0,34,96,27
8,86,64,14,2,42,4,0,0,42,41,9,28
4,86,69,11,4,43,1,0,0,70,27,18,29
9,86,73,4,5,44,4,3,1,21,11,50,30
2,86,47,7,0,45,4,0,1,22,3,51,31
1,86,3,14,1,46,0,4,0,99,39,26,32
9,86,22,3,2,47,5,3,0,1,9,39,33
9,86,32,3,6,48,3,1,1,97,41,7,34
3,86,46,9,6,49,2,4,1,33,30,13,35
5,86,21,5,6,50,1,1,0,34,15,14,36
9,86,17,1,0,51,1,3,0,46,15,27,37
3,86,20,10,6,52,0,4,1,47,20,28,38
8,86,43,12,2,53,1,1,1,48,33,24,39
3,86,30,2,5,54,0,3,0,60,7,27,40
7,86,66,4,5,55,3,0,1,61,25,37,41
7,86,5,3,3,56,1,4,1,66,20,29,42
4,86,16,14,1,57,0,3,1,67,2,31,43
4,86,40,2,3,58,3,0,1,11,15,61,44
2,86,4,1,1,59,5,0,1,16,13,62,45
1,86,13,4,2,60,5,2,0,92,20,48,46
8,86,11,9,5,61,4,1,1,36,32,88,47
3,86,53,1,5,62,5,1,0,37,38,6,48
5,86,29,13,4,63,3,3,0,40,31,23,49
3,86,35,6,1,64,5,3,1,41,10,35,50
4,86,2,14,3,65,1,3,0,45,17,4,51
4,86,10,10,4,66,0,2,0,56,10,11,52
9,86,25,6,4,67,5,0,1,69,8,25,53
9,86,33,15,3,68,0,2,0,85,5,26,54
3,86,67,6,3,69,2,2,1,19,18,36,55
9,86,74,15,1,70,2,2,0,43,8,64,56
2,86,15,9,5,71,1,0,1,71,9,17,57
4,86,18,12,1,72,5,1,0,72,14,52,58
3,86,8,7,3,73,4,3,0,52,35,86,59
6,86,14,15,3,74,5,0,1,63,21,19,60
4,86,47,7,1,75,2,0,1,64,27,94,61
3,86,56,14,3,76,3,4,0,84,34,55,62
5,86,45,1,1,77,4,1,1,93,10,40,63
2,86,61,4,5,78,1,0,1,95,40,47,64
2,86,1,2,0,79,0,2,1,58,43,80,65
3,86,71,3,6,80,5,4,0,53,17,3,66
8,86,7,6,3,81,5,4,1,75,23,58,67
6,86,58,9,4,82,5,4,1,23,11,83,68
6,86,21,8,2,83,3,3,1,24,25,84,69
3,86,36,6,3,84,4,1,0,25,24,10,70
4,86,37,11,1,85,0,0,0,26,34,81,71
9,86,52,7,1,86,2,1,1,59,16,8,72
2,86,9,0,4,87,1,1,1,30,36,67,73
7,86,41,8,2,88,4,2,1,73,24,85,74
1,86,10,1,1,89,3,0,0,10,32,62,75
9,86,34,9,2,90,0,3,0,20,5,87,76
3,86,26,1,1,91,3,4,1,65,24,34,77
6,86,42,7,2,92,1,3,1,6,19,92,78
6,86,12,14,5,93,4,1,1,35,19,74,79
4,86,35,5,4,94,1,1,1,38,20,88,80
5,86,19,15,4,95,3,1,1,29,21,79,81
9,86,54,9,1,96,3,4,0,31,9,91,82
2,86,72,2,5,97,3,4,0,38,22,69,83
2,86,67,9,1,98,2,2,1,39,29,79,84
7,86,68,14,1,99,5,0,0,44,22,93,85
9,86,73,7,3,100,1,0,0,7,36,2,86
7,87,21,15,1,0,1,4,1,19,42,59,88
1,87,64,0,2,1,5,2,0,77,18,75,89
3,87,6,11,3,2,0,0,1,78,20,69,90
5,87,69,12,5,3,3,1,0,0,32,70,91
6,87,4,2,6,4,4,3,0,49,33,1,92
8,87,49,5,4,5,2,0,0,9,36,71,93
9,87,14,7,0,6,0,0,1,83,1,91,94
2,87,15,10,2,7,5,3,1,86,5,40,95
4,87,22,13,3,8,5,3,1,99,7,73,96
6,87,25,3,6,9,2,1,1,8,8,51,97
8,87,31,6,2,10,1,3,1,57,10,87,98
9,87,38,8,0,11,3,2,0,88,19,33,99
8,87,11,9,2,12,4,4,0,85,22,60,100
9,87,57,4,3,13,5,2,1,51,38,68,0
2,87,62,1,5,14,0,4,0,52,0,89,1
8,87,59,14,5,15,5,0,1,92,2,29,2
4,87,63,8,1,16,4,0,0,91,3,64,3
7,87,35,1,0,17,1,2,0,29,6,65,4
8,87,71,4,2,18,3,2,0,73,9,32,5
3,87,74,13,1,19,1,1,0,81,11,58,6
8,87,26,0,3,20,1,2,0,94,14,61,7
9,87,30,2,2,21,4,3,0,1,15,76,8
8,87,32,14,0,22,1,4,0,5,16,45,9
6,87,33,6,3,23,0,2,1,87,17,77,10
3,87,36,6,1,24,0,0,1,3,21,56,11
5,87,27,1,4,25,1,2,1,18,25,74,12
8,87,1,11,4,26,1,4,0,15,28,95,13
1,87,7,9,1,27,0,2,0,20,29,99,14
5,87,17,13,5,28,2,0,1,21,31,7,15
6,87,41,13,1,29,2,3,0,22,35,72,16
9,87,0,11,1,30,3,0,0,25,37,86,17
7,87,39,3,6,31,5,0,1,98,39,63,18
4,87,37,15,6,32,0,3,0,2,43,93,19
9,87,48,10,0,33,0,1,1,14,4,98,20
4,87,24,0,6,34,5,3,1,64,12,38,21
5,87,50,11,2,35,0,1,0,82,13,16,22
1,87,55,6,1,36,4,0,0,84,24,25,23
9,87,20,1,2,37,3,2,0,88,26,22,24
8,87,69,3,6,38,1,2,1,61,30,20,25
9,87,16,14,4,39,4,1,1,43,40,78,26
2,87,19,7,4,40,4,4,0,68,23,9,27
6,87,46,15,1,41,4,0,1,66,34,13,28
1,87,10,6,2,42,4,1,1,67,41,23,29
1,87,29,5,0,43,3,2,1,69,27,15,30
5,87,54,8,2,44,5,1,1,95,41,44,31
8,87,65,4,0,45,5,1,0,6,33,97,32
1,87,66,6,2,46,1,1,1,7,28,12,33
3,87,3,5,1,47,3,1,0,46,6,19,34
7,87,52,12,5,48,0,1,1,47,17,41,35
6,87,53,11,0,49,4,1,1,55,24,5,36
7,87,13,4,6,50,2,0,0,89,30,30,37
8,87,67,0,6,51,4,1,0,93,8,21,38
9,87,72,1,5,52,5,4,1,97,5,37,39
1,87,60,2,6,53,3,2,1,96,7,48,40
3,87,68,2,5,54,1,0,1,16,20,67,41
2,87,42,4,5,55,1,2,0,17,23,39,42
8,87,18,7,6,56,4,3,1,23,38,17,43
3,87,61,3,4,57,1,1,1,80,41,18,44
4,87,23,12,2,58,1,1,0,1,16,31,45
7,87,8,6,4,59,2,2,1,34,14,35,46
3,87,5,14,4,60,4,2,1,33,16,26,47
2,87,43,0,6,61,3,4,0,42,4,6,48
3,87,44,10,1,62,4,0,1,44,28,27,49
4,87,73,10,0,63,5,2,0,45,22,90,50
3,87,70,8,1,64,2,2,1,31,19,81,51
3,87,43,3,4,65,3,3,1,36,26,24,52
7,87,74,11,0,66,1,2,1,37,12,2,53
7,87,57,3,6,67,5,4,1,40,26,21,54
5,87,40,7,2,68,2,1,0,32,20,22,55
1,87,37,13,1,69,3,3,0,12,36,94,56
6,87,2,10,6,70,1,1,0,13,38,83,57
4,87,51,12,2,71,1,0,1,38,29,10,58
4,87,0,15,1,72,4,3,1,50,6,82,59
6,87,42,9,6,73,3,4,0,56,8,85,60
3,87,62,5,3,74,3,3,0,58,0,11,61
5,87,28,13,3,75,3,0,1,70,39,43,62
6,87,34,4,2,76,5,1,1,27,40,80,63
5,87,12,1,1,77,3,2,0,48,14,57,64
7,87,18,2,1,78,5,4,0,54,17,96,65
7,87,6,10,1,79,0,2,0,65,38,99,66
8,87,43,4,2,80,0,1,0,74,26,18,67
3,87,39,3,1,81,3,0,1,24,7,46,68
1,87,45,10,1,82,4,0,1,26,9,54,69
5,87,47,0,2,83,5,2,1,28,11,47,70
3,87,54,11,4,84,4,3,1,35,7,60,71
1,87,58,8,6,85,4,0,1,72,6,36,72
7,87,17,3,3,86,3,3,1,41,41,84,73
2,87,19,2,0,87,5,4,1,63,0,53,74
2,87,17,13,3,88,1,1,0,60,1,52,75
9,87,22,6,0,89,1,2,1,62,33,42,76
5,87,41,10,2,90,1,2,0,71,27,14,77
8,87,45,1,6,91,2,0,0,76,1,55,78
5,87,50,14,3,92,1,0,1,4,38,66,79
4,87,18,6,4,93,2,4,1,30,33,88,80
5,87,53,15,3,94,3,0,1,75,13,92,81
2,87,56,11,5,95,5,1,0,78,0,3,82
7,87,9,1,1,96,1,0,0,90,0,4,83
3,87,44,0,4,97,2,2,0,69,34,8,84
4,87,48,1,1,98,5,3,0,16,18,85,85
2,87,51,10,6,99,4,2,0,59,26,5,86
2,87,49,0,5,100,3,3,0,10,41,28,87
7,88,57,15,1,0,1,4,1,62,42,30,89
1,88,62,0,2,1,5,2,0,77,18,61,90
3,88,24,11,3,2,0,0,1,81,20,75,91
5,88,52,12,5,3,3,1,1,48,32,88,92
6,88,55,2,6,4,4,3,0,83,33,31,93
8,88,28,5,4,5,2,2,1,84,36,38,94
9,88,44,7,0,6,1,0,0,87,1,71,95
2,88,59,10,5,7,5,0,0,98,5,78,96
4,88,60,13,3,8,3,2,1,53,7,99,97
9,88,3,3,1,9,1,1,1,9,8,72,98
2,88,21,6,3,10,3,1,1,85,10,6,99
5,88,27,8,2,11,4,4,0,56,19,59,100
2,88,63,9,6,12,4,3,0,68,22,93,0
8,88,23,4,3,13,3,2,0,90,38,5,1
1,88,64,1,3,14,2,2,0,91,0,65,2
4,88,68,14,0,15,4,0,0,79,2,56,3
7,88,29,11,6,16,1,0,0,89,3,1,4
5,88,34,12,0,17,1,2,1,92,6,95,5
5,88,0,13,2,18,2,4,0,15,9,77,6
4,88,2,3,3,19,1,3,0,3,11,49,7
7,88,4,11,4,20,1,2,1,11,14,45,8
6,88,74,6,2,21,1,2,0,18,15,73,9
1,88,16,10,1,22,2,3,0,19,16,74,10
4,88,10,6,5,23,0,0,1,63,17,3,11
2,88,25,12,4,24,4,3,0,93,21,68,12
4,88,19,7,3,25,1,1,0,8,25,50,13
7,88,36,2,6,26,3,3,1,86,28,24,14
4,88,41,15,1,27,4,4,1,94,29,89,15
9,88,13,15,3,28,5,0,0,0,31,26,16
9,88,15,9,6,29,0,4,1,2,35,43,17
9,88,32,3,4,30,0,2,0,88,37,51,18
5,88,1,13,4,31,1,0,0,4,39,76,19
9,88,14,13,3,32,1,4,0,7,43,90,20
5,88,65,8,1,33,3,4,1,17,4,70,21
9,88,66,3,0,34,4,3,1,21,12,66,22
9,88,6,11,3,35,2,1,1,22,13,83,23
8,88,35,3,0,36,4,2,0,99,24,98,24
1,88,39,9,2,37,1,1,1,1,26,47,25
5,88,30,10,2,38,1,3,1,40,30,41,26
5,88,22,9,6,39,4,1,0,51,40,86,27
6,88,38,0,6,40,3,1,0,52,23,96,28
4,88,26,3,5,41,0,3,0,57,34,20,29
1,88,71,0,0,42,4,3,0,46,41,39,30
1,88,33,14,3,43,5,0,0,78,27,37,31
2,88,11,1,1,44,2,1,0,82,33,67,32
9,88,58,1,1,45,2,2,0,94,12,17,33
6,88,5,12,0,46,5,0,1,12,27,32,34
9,88,31,4,5,47,4,0,0,28,1,33,35
5,88,72,5,3,48,2,3,1,29,34,16,36
2,88,46,4,5,49,1,3,0,30,22,48,37
2,88,8,7,2,50,5,2,1,33,4,69,38
6,88,69,12,4,51,5,3,1,37,38,8,39
3,88,73,9,3,52,3,1,0,39,35,9,40
6,88,49,9,6,53,2,3,1,49,14,13,41
4,88,54,9,3,54,3,0,1,97,31,34,42
6,88,7,15,3,55,3,4,0,24,0,91,43
1,88,21,0,4,56,5,0,1,25,43,94,44
9,88,40,1,3,57,3,4,0,26,9,27,45
6,88,48,2,3,58,1,2,1,41,40,1,46
4,88,12,3,4,59,3,0,1,42,29,21,47
1,88,56,15,0,60,3,3,1,43,4,87,48
7,88,67,15,0,61,1,1,1,45,24,7,49
6,88,53,4,1,62,1,4,0,47,4,11,50
3,88,31,14,5,63,3,1,1,10,17,22,51
9,88,20,8,1,64,2,2,0,27,25,64,52
3,88,18,3,2,65,3,1,1,32,27,12,53
4,88,32,12,4,66,5,1,1,35,42,54,54
7,88,47,7,1,67,5,1,0,36,31,2,55
1,88,50,6,5,68,3,3,1,44,8,60,56
5,88,61,2,0,69,5,0,1,55,4,20,57
5,88,54,14,6,70,5,1,1,59,20,35,58
3,88,41,10,5,71,3,4,1,73,7,55,59
2,88,43,9,5,72,1,3,0,76,1,19,60
3,88,51,6,5,73,4,0,0,75,42,25,61
3,88,52,9,5,74,0,0,0,80,1,42,62
2,88,70,0,6,75,2,3,0,9,13,58,63
9,88,71,11,2,76,5,0,1,20,22,18,64
7,88,5,11,3,77,2,0,1,50,7,63,65
3,88,37,6,0,78,4,1,1,54,6,4,66
3,88,20,1,0,79,5,1,0,66,29,36,67
8,88,42,9,6,80,3,2,1,70,31,40,68
5,88,59,8,3,81,1,4,0,0,4,53,69
8,88,63,15,5,82,1,2,0,6,37,57,70
9,88,6,14,4,83,4,2,1,31,36,62,71
4,88,7,9,4,84,2,4,1,61,14,29,72
5,88,38,13,0,85,0,1,1,64,15,15,73
2,88,46,5,1,86,3,0,1,65,39,28,74
5,88,62,14,3,87,2,4,1,72,40,63,75
4,88,70,11,0,88,5,4,1,34,21,81,76
8,88,71,12,4,89,5,1,1,13,23,84,77
8,88,17,9,4,90,1,1,0,14,5,82,78
1,88,30,9,4,91,1,1,0,38,16,79,79
4,88,64,14,6,92,0,0,1,60,40,80,80
3,88,45,9,4,93,0,3,0,71,20,92,81
7,88,0,9,2,94,4,2,0,5,41,52,82
5,88,24,4,5,95,1,3,1,74,31,71,83
2,88,57,8,4,96,0,2,0,95,29,72,84
5,88,14,3,6,97,0,1,0,96,25,76,85
9,88,52,13,1,98,1,2,1,58,7,95,86
9,88,11,8,3,99,2,3,0,67,35,97,87
1,88,31,13,2,100,1,3,1,69,18,10,88
7,89,49,15,1,0,1,4,1,79,42,17,90
1,89,55,0,2,1,5,2,0,18,18,78,91
3,89,56,11,3,2,0,0,1,68,20,82,92
5,89,13,12,5,3,3,1,0,52,32,92,93
6,89,24,2,6,4,4,3,0,3,33,50,94
8,89,60,5,4,5,2,0,1,50,36,16,95
9,89,28,7,0,6,2,0,0,55,1,47,96
2,89,36,10,0,7,2,3,0,77,5,61,97
4,89,58,13,0,8,0,0,1,89,7,34,98
4,89,29,3,3,9,5,0,0,90,8,36,99
4,89,3,6,6,10,4,1,1,45,10,86,100
6,89,65,8,5,11,3,2,0,86,19,49,0
