# ACTS Test Suite Generation: Thu Jul 22 14:51:25 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 13
# Maximum number of values per parameter: 94
# Number of configurations: 5551
age,workclass,fnlwgt,education,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
9,6,68,5,6,9,1,2,0,4,10,27,37
5,6,72,10,0,0,4,0,1,2,9,27,38
6,100,74,15,0,5,2,3,0,10,15,27,39
5,3,0,11,1,0,3,4,0,11,16,28,40
7,4,1,0,2,1,4,0,1,1,24,28,100
8,7,2,7,4,10,0,1,1,2,28,28,0
3,1,3,13,0,11,1,3,0,3,30,28,1
4,6,4,2,3,100,2,2,0,4,39,28,2
6,100,5,4,6,3,5,4,0,5,2,28,3
9,2,6,5,5,4,1,2,1,7,8,28,4
1,5,7,6,0,8,1,0,1,8,36,28,5
2,0,8,12,4,9,2,4,0,9,37,28,6
5,5,9,14,2,2,5,3,0,10,1,28,7
6,1,10,15,0,7,0,3,1,27,21,28,8
9,0,11,1,3,5,3,3,1,34,22,28,9
1,6,12,9,4,6,2,2,1,41,4,28,10
2,6,13,10,6,12,5,1,0,0,26,28,11
5,3,14,3,3,13,2,4,0,13,27,28,12
2,4,15,8,4,100,3,4,1,15,14,28,13
6,4,16,2,2,8,1,1,0,18,17,28,14
3,2,17,7,1,8,4,2,0,22,18,28,15
5,0,18,7,0,11,4,1,1,25,0,28,16
7,0,19,3,6,12,3,4,0,99,10,28,17
7,0,20,4,3,1,1,3,0,6,43,28,18
7,3,21,10,3,9,1,2,1,14,6,28,19
9,7,22,6,6,7,1,3,0,20,23,28,20
3,2,23,10,3,100,4,4,1,6,24,28,21
2,4,24,0,3,5,0,2,1,4,13,28,22
6,0,25,5,2,1,0,4,0,25,19,28,23
9,5,26,2,3,2,2,1,0,3,25,28,24
2,4,27,5,6,3,0,0,0,2,9,28,25
5,6,28,13,0,8,0,2,1,4,3,28,26
2,1,29,0,6,10,0,2,0,18,15,28,27
8,3,30,0,6,2,0,2,1,99,20,28,28
6,3,31,12,3,8,3,2,0,7,11,28,29
3,7,32,5,5,7,1,2,0,27,12,28,30
3,100,33,9,2,3,2,2,1,14,39,28,31
8,0,34,7,3,9,1,0,0,10,36,28,32
5,5,35,8,0,3,2,0,0,99,30,28,33
2,6,36,9,6,13,4,2,0,13,18,28,34
3,6,37,3,3,13,5,4,0,5,30,28,35
8,5,38,13,2,9,4,3,1,1,36,28,36
4,100,39,5,0,4,1,3,1,10,37,28,37
5,100,40,0,0,3,5,4,1,3,39,28,38
3,3,42,2,0,5,2,1,0,2,43,28,39
6,4,43,12,5,6,3,2,0,14,0,28,40
6,100,44,4,6,5,3,0,1,18,17,28,100
1,3,45,13,1,10,0,2,1,8,2,28,0
2,100,46,8,6,5,2,3,1,11,3,28,1
2,5,47,7,3,5,5,3,1,25,18,28,2
1,7,48,5,2,12,1,3,0,27,22,28,3
4,0,49,1,3,0,3,0,1,3,23,28,4
8,100,51,5,6,11,0,3,0,41,1,28,5
4,0,54,2,4,9,2,0,1,10,6,28,6
5,3,56,2,4,2,3,0,0,25,8,28,7
5,6,58,6,1,2,3,2,1,14,28,28,8
5,100,59,9,6,5,3,1,1,6,27,28,9
3,3,61,4,4,11,1,2,1,22,2,28,10
5,3,63,0,4,9,2,1,1,1,12,28,11
4,7,68,11,0,9,3,2,1,6,20,28,12
4,0,72,11,1,9,3,2,1,3,22,28,13
4,0,74,9,4,8,3,4,0,8,28,28,14
5,3,0,11,1,0,3,4,0,1,19,29,15
7,4,1,0,2,1,4,0,1,11,10,29,16
8,7,2,7,4,10,0,1,1,13,37,29,17
3,1,3,13,0,11,1,3,0,15,26,29,18
4,6,4,2,3,100,2,2,1,18,4,29,19
6,100,5,4,6,3,5,1,1,22,16,29,20
9,2,6,5,5,4,4,0,0,27,15,29,21
1,5,7,6,6,8,5,2,1,34,43,29,22
2,0,8,12,5,9,5,2,1,41,17,29,23
1,0,9,14,4,2,2,1,1,0,13,29,24
7,100,10,15,0,7,4,4,1,2,9,29,25
2,7,11,1,0,5,2,1,1,3,12,29,26
4,2,12,9,4,6,1,2,1,4,14,29,27
9,7,13,10,2,12,0,0,0,5,22,29,28
1,1,14,3,5,13,3,4,0,7,23,29,29
2,100,15,8,3,6,0,4,0,8,21,29,30
7,6,16,14,5,10,2,1,0,9,39,29,31
3,5,17,11,6,9,1,2,0,10,11,29,32
1,1,18,7,3,0,2,3,0,14,30,29,33
1,2,19,12,1,7,2,0,0,20,1,29,34
1,6,20,4,2,100,2,3,0,25,24,29,35
8,6,21,5,4,13,3,3,0,99,27,29,36
6,4,22,14,3,7,5,0,1,6,8,29,37
4,7,23,12,5,8,5,1,0,6,6,29,38
4,100,24,12,0,100,0,3,1,10,20,29,39
6,1,25,0,1,100,0,2,0,5,21,29,40
3,7,26,0,6,10,4,0,1,3,28,29,100
3,100,27,7,3,11,3,0,0,10,2,29,0
1,0,28,9,1,1,2,0,1,25,0,29,1
9,2,29,3,4,100,1,3,1,27,18,29,2
4,7,30,0,1,5,0,0,1,13,19,29,3
5,6,31,3,1,4,2,4,0,3,36,29,4
5,6,32,7,4,3,4,3,1,11,3,29,5
5,7,33,1,2,8,5,3,1,3,10,29,6
3,5,34,7,4,9,4,3,1,34,14,29,7
9,0,35,4,5,7,3,3,0,34,15,29,8
1,3,36,8,3,7,4,4,1,6,25,29,9
5,0,37,1,1,12,5,1,0,0,13,29,10
3,1,38,4,3,1,1,2,0,6,14,29,11
7,1,39,14,1,11,0,2,1,2,15,29,12
4,1,40,7,5,100,0,4,1,0,37,29,13
3,1,42,3,4,10,5,2,1,14,1,29,14
4,3,43,1,6,5,3,0,1,18,4,29,15
4,7,44,2,3,5,3,0,1,2,6,29,16
1,1,45,15,2,4,2,0,0,5,8,29,17
3,1,46,14,0,1,3,2,1,5,17,29,18
5,2,47,8,4,9,2,0,1,10,26,29,19
2,7,48,3,6,13,2,1,1,8,16,29,20
5,0,49,14,4,12,4,2,1,41,17,29,21
2,6,51,9,4,3,4,1,0,99,18,29,22
5,100,54,8,3,100,1,4,0,9,19,29,23
2,5,56,10,1,2,4,0,0,18,23,29,24
2,1,58,5,1,100,1,1,1,4,4,29,25
9,5,59,3,2,10,5,4,1,15,28,29,26
5,7,61,14,6,4,3,4,1,8,24,29,27
4,7,63,12,6,0,0,2,0,25,25,29,28
3,2,68,13,2,3,0,4,1,22,26,29,29
2,2,72,8,5,0,5,0,0,8,27,29,30
7,7,74,2,6,100,3,0,0,0,36,29,31
5,3,0,11,1,0,3,4,0,11,43,30,32
7,4,1,0,2,1,4,0,1,1,0,30,33
8,7,2,7,4,10,0,1,1,2,1,30,34
3,1,3,13,0,11,1,3,1,3,2,30,35
4,6,4,2,3,100,2,2,0,4,15,30,36
6,100,5,4,6,3,5,0,0,5,37,30,37
9,2,6,5,5,4,2,1,0,7,39,30,38
1,5,7,6,3,8,4,0,1,8,16,30,39
2,0,8,12,3,9,0,3,1,9,24,30,40
3,1,9,14,3,2,5,4,1,10,36,30,100
7,2,10,15,3,7,4,2,0,13,11,30,0
3,7,11,1,6,5,5,4,0,15,13,30,1
3,1,12,9,6,6,2,2,1,18,20,30,2
7,2,13,10,1,12,4,0,0,41,30,30,3
1,4,14,3,5,13,1,3,1,0,3,30,4
9,3,15,8,6,1,5,0,0,1,23,30,5
5,5,16,1,5,9,2,1,1,22,10,30,6
1,1,17,15,5,0,1,1,0,27,25,30,7
9,5,18,7,6,6,5,3,0,34,12,30,8
6,0,19,11,4,7,4,2,1,99,8,30,9
8,4,20,9,1,2,1,0,0,6,9,30,10
9,6,21,2,2,11,0,2,0,14,17,30,11
2,0,22,4,1,13,4,2,1,20,21,30,12
6,6,23,4,1,2,3,4,0,25,22,30,13
1,4,24,9,6,12,2,3,1,41,26,30,14
7,7,25,7,5,5,5,1,0,0,14,30,15
2,5,26,6,5,13,3,0,0,7,18,30,16
8,5,27,4,2,2,0,0,0,18,19,30,17
5,4,28,13,3,7,5,0,0,7,27,30,18
4,3,29,7,4,7,0,2,1,34,28,30,19
4,5,30,6,1,9,3,3,0,41,30,30,20
2,100,31,8,5,6,1,2,1,18,4,30,21
6,2,32,12,1,9,2,4,0,7,6,30,22
6,0,33,9,0,6,3,1,1,99,9,30,23
6,3,34,10,4,3,5,2,1,20,10,30,24
7,4,35,2,4,12,2,1,0,15,12,30,25
9,3,36,9,4,7,1,4,1,1,13,30,26
6,6,37,1,0,1,2,4,0,20,43,30,27
5,2,38,13,6,7,0,2,1,11,12,30,28
4,6,39,6,6,7,1,1,1,10,2,30,29
5,7,40,10,1,13,4,2,1,8,20,30,30
1,7,42,8,5,11,2,0,1,5,21,30,31
5,4,43,9,0,12,0,1,1,6,24,30,32
2,2,44,8,3,8,2,1,0,7,39,30,33
1,4,45,10,5,9,3,2,1,9,11,30,34
2,1,46,14,6,3,4,2,0,10,0,30,35
4,0,47,15,5,13,1,0,0,10,1,30,36
6,5,48,11,3,12,0,2,0,6,6,30,37
7,7,49,1,6,0,3,2,1,2,3,30,38
6,4,51,10,1,13,3,2,0,13,4,30,39
3,3,54,15,1,9,3,3,1,7,22,30,40
9,100,56,1,1,2,4,4,0,13,16,30,100
7,0,58,7,1,13,5,3,0,7,17,30,0
2,6,59,0,4,10,1,4,0,34,23,30,1
5,100,61,3,1,9,3,3,1,4,36,30,2
7,4,63,11,4,1,1,3,0,2,14,30,3
6,2,68,1,4,13,1,2,0,2,18,30,4
8,5,72,13,4,4,4,1,1,13,37,30,5
5,4,74,9,5,11,1,0,0,20,39,30,6
5,3,0,11,1,0,3,4,0,11,8,31,7
7,4,1,0,2,1,4,0,1,13,20,31,8
8,7,2,7,4,10,0,1,1,15,25,31,9
3,1,3,13,0,11,1,3,1,18,30,31,10
4,6,4,2,3,100,2,2,1,22,27,31,11
6,100,5,4,6,3,5,3,0,27,11,31,12
9,2,6,5,5,4,4,1,1,34,12,31,13
1,5,7,6,5,8,4,2,0,41,15,31,14
2,0,8,12,4,9,2,0,0,0,16,31,15
9,6,9,14,4,2,5,1,0,1,39,31,16
1,4,10,15,0,7,1,2,1,2,43,31,17
3,0,11,1,2,5,3,1,0,3,3,31,18
1,5,12,9,5,6,4,2,1,4,28,31,19
9,6,13,10,3,12,5,0,1,5,2,31,20
2,100,14,3,5,13,0,4,0,7,10,31,21
9,4,15,8,0,10,2,1,1,8,13,31,22
3,7,16,5,6,3,1,4,1,9,22,31,23
2,3,17,4,2,5,2,1,1,10,26,31,24
9,7,18,3,5,3,4,3,0,14,37,31,25
5,2,19,11,2,7,0,2,1,20,0,31,26
5,7,20,10,6,7,1,3,1,25,4,31,27
7,6,21,0,4,12,3,3,1,99,9,31,28
7,3,22,13,3,10,1,3,0,6,1,31,29
7,100,23,13,2,7,1,4,1,4,17,31,30
7,3,24,1,4,4,2,1,0,15,23,31,31
3,100,25,0,0,9,3,2,0,1,24,31,32
3,3,26,0,5,4,1,1,0,10,36,31,33
8,1,27,5,1,5,1,3,0,99,14,31,34
7,7,28,10,3,0,1,3,1,6,19,31,35
9,100,29,5,4,7,4,1,1,1,21,31,36
2,100,30,13,4,10,0,1,1,14,37,31,37
1,7,31,4,0,8,0,4,0,34,6,31,38
9,6,32,7,1,11,5,3,0,2,11,31,39
5,3,33,5,5,7,2,4,0,20,13,31,40
3,100,34,11,3,11,5,3,0,22,15,31,100
6,1,35,14,2,7,0,1,0,18,18,31,0
9,1,36,11,0,5,5,0,0,4,8,31,1
3,2,37,8,3,9,5,4,0,6,0,31,2
2,100,38,10,5,12,1,3,0,41,27,31,3
4,4,39,13,2,0,2,3,0,10,28,31,4
4,7,40,7,0,10,1,2,0,41,30,31,5
3,2,42,1,1,10,0,4,1,5,10,31,6
7,1,43,11,6,100,5,4,0,15,16,31,7
1,1,44,3,5,0,2,1,0,8,3,31,8
2,1,45,3,2,100,5,3,0,10,18,31,9
3,2,46,15,4,11,4,1,0,4,19,31,10
9,5,47,12,3,13,4,2,0,27,20,31,11
6,4,48,2,2,12,2,3,0,8,27,31,12
8,2,49,13,6,12,2,1,0,14,8,31,13
2,100,51,2,6,10,5,1,0,4,13,31,14
9,2,54,14,2,11,0,2,1,13,15,31,15
4,5,56,6,2,6,0,3,1,20,43,31,16
6,4,58,9,4,100,4,4,0,3,9,31,17
5,5,59,8,3,2,3,1,0,27,30,31,18
9,0,61,4,1,13,0,1,0,7,21,31,19
9,6,63,1,3,3,3,3,0,0,24,31,20
7,0,68,14,5,7,1,1,1,25,39,31,21
7,100,72,10,5,9,3,4,1,8,4,31,22
6,100,74,6,4,9,0,4,0,11,22,31,23
5,3,0,11,1,0,3,4,0,11,26,32,24
7,4,1,0,2,1,4,0,1,13,27,32,25
8,7,2,7,4,10,0,1,1,15,36,32,26
3,1,3,13,0,11,1,3,0,18,37,32,27
4,6,4,2,3,100,2,2,1,22,25,32,28
6,100,5,4,6,3,5,2,0,27,6,32,29
9,2,6,5,5,4,3,2,0,34,30,32,30
1,5,7,6,0,8,5,3,0,41,2,32,31
2,0,8,12,0,9,5,0,1,0,0,32,32
7,5,9,14,6,2,1,0,1,1,16,32,33
1,100,10,15,3,7,2,4,0,2,17,32,34
3,3,11,1,3,5,2,0,1,3,20,32,35
8,3,12,9,0,6,2,1,0,4,8,32,36
7,7,13,10,2,12,5,1,0,5,39,32,37
2,5,14,3,4,13,4,0,0,7,1,32,38
2,3,15,8,6,8,5,2,0,8,11,32,39
1,7,16,9,0,3,3,2,0,9,3,32,40
5,2,17,13,4,13,2,4,1,10,9,32,100
8,0,18,2,3,2,5,2,0,14,10,32,0
3,2,19,7,4,11,1,0,0,20,13,32,1
4,3,20,0,3,100,1,2,0,25,22,32,2
7,5,21,13,3,12,1,1,1,99,15,32,3
2,1,22,0,5,0,3,2,0,6,19,32,4
5,3,23,14,0,6,0,1,0,13,21,32,5
3,6,24,12,3,13,3,3,0,3,43,32,6
2,7,25,0,3,8,2,0,0,2,12,32,7
7,7,26,14,2,10,5,1,0,3,14,32,8
6,4,27,10,3,10,2,2,1,20,28,32,9
9,7,28,3,6,100,0,3,1,41,24,32,10
6,5,29,12,2,4,5,2,1,8,26,32,11
6,7,30,9,6,12,0,0,1,6,2,32,12
4,1,31,15,2,8,1,2,1,14,23,32,13
7,7,32,14,4,6,4,3,1,8,4,32,14
3,5,33,15,0,2,5,0,1,25,18,32,15
4,1,34,7,0,3,5,1,1,25,23,32,16
6,3,35,13,1,12,2,4,0,41,24,32,17
6,3,36,6,2,1,4,3,1,14,10,32,18
7,6,37,8,0,13,0,4,0,25,11,32,19
5,1,38,14,1,7,0,0,1,2,30,32,20
1,3,39,2,0,9,5,2,0,11,36,32,21
2,7,40,6,2,12,4,3,0,3,0,32,22
8,2,42,13,3,8,5,3,0,0,13,32,23
6,100,43,1,3,12,5,0,0,5,37,32,24
4,2,44,4,4,12,3,4,1,20,1,32,25
3,100,45,1,2,0,2,1,0,15,1,32,26
7,1,46,6,5,1,0,2,1,10,2,32,27
8,1,47,5,5,12,2,3,0,6,25,32,28
7,1,48,6,1,5,3,1,0,2,14,32,29
3,100,49,13,4,7,0,3,0,27,10,32,30
5,7,51,1,6,5,1,1,1,99,14,32,31
8,1,54,0,3,4,4,0,1,2,20,32,32
8,7,56,7,6,4,3,4,0,34,27,32,33
3,6,58,8,2,1,3,2,0,34,19,32,34
2,0,59,1,0,100,0,2,1,7,6,32,35
6,100,61,0,3,100,4,2,0,34,18,32,36
8,7,63,2,4,9,1,4,0,9,19,32,37
4,0,68,5,5,3,1,1,1,13,21,32,38
1,2,72,14,3,12,3,3,0,14,19,32,39
8,7,74,15,6,5,2,4,0,0,25,32,40
5,3,0,11,1,0,3,4,0,11,23,33,100
7,4,1,0,2,1,4,0,1,13,26,33,0
8,7,2,7,4,10,0,1,0,15,28,33,1
3,1,3,13,0,11,1,3,0,18,3,33,2
4,6,4,2,3,100,2,2,0,22,9,33,3
6,100,5,4,6,3,5,3,0,27,12,33,4
9,2,6,5,5,4,3,3,0,34,16,33,5
1,5,7,6,2,8,2,1,0,41,37,33,6
2,0,8,12,4,9,0,4,1,0,30,33,7
7,1,9,14,5,2,2,0,0,1,15,33,8
4,1,10,15,0,7,0,1,1,2,17,33,9
8,0,11,1,5,5,2,2,1,3,22,33,10
5,0,12,9,1,6,5,1,1,4,25,33,11
9,0,13,10,0,12,2,1,1,5,43,33,12
8,100,14,3,3,13,1,2,1,7,0,33,13
6,1,15,8,5,1,1,1,0,8,2,33,14
8,2,16,2,3,8,4,4,1,9,18,33,15
8,6,17,5,3,3,5,2,1,10,36,33,16
5,100,18,6,4,0,0,0,1,14,6,33,17
9,100,19,12,5,8,1,1,1,20,8,33,18
8,3,20,11,0,4,0,3,0,25,11,33,19
8,3,21,2,3,2,2,3,0,99,20,33,20
3,3,22,1,2,1,2,4,0,6,21,33,21
5,100,23,2,6,10,4,3,0,22,1,33,22
7,4,24,15,2,3,2,3,0,13,4,33,23
8,6,25,5,0,5,1,2,1,27,16,33,24
5,1,26,5,2,100,2,1,1,2,13,33,25
2,100,27,12,6,0,0,4,0,25,24,33,26
5,3,28,7,5,8,1,4,1,6,39,33,27
4,1,29,9,6,4,2,2,1,27,10,33,28
1,5,30,10,4,10,2,4,1,8,14,33,29
8,2,31,12,4,1,1,2,1,11,22,33,30
2,4,32,14,0,9,1,0,0,7,26,33,31
4,2,33,9,2,4,0,1,0,22,27,33,32
4,5,34,10,2,9,2,4,0,4,4,33,33
7,0,35,9,3,10,5,0,0,6,9,33,34
2,2,36,15,2,12,1,2,0,8,12,33,35
1,0,37,3,4,100,3,4,0,25,19,33,36
6,6,38,1,4,100,2,3,0,0,10,33,37
6,0,39,8,3,8,5,4,0,1,43,33,38
9,0,40,12,2,9,4,0,0,2,9,33,39
4,4,42,1,6,12,4,0,1,25,30,33,40
9,5,43,0,4,13,4,3,1,99,11,33,100
5,0,44,3,1,6,2,2,1,20,10,33,0
1,3,45,11,4,13,5,0,0,5,10,33,1
4,7,46,8,3,5,0,1,0,22,9,33,2
2,100,47,11,5,0,2,3,0,6,43,33,3
5,5,48,8,1,12,0,3,1,6,19,33,4
8,6,49,11,1,1,3,2,1,2,1,33,5
2,4,51,15,5,0,4,2,1,10,25,33,6
1,7,54,6,2,5,0,1,0,6,28,33,7
4,100,56,4,1,4,5,0,0,13,36,33,8
5,2,58,10,0,13,0,1,0,4,21,33,9
2,4,59,0,5,11,4,3,1,1,3,33,10
4,100,61,1,1,9,2,4,0,15,37,33,11
7,3,63,9,0,4,2,3,1,5,37,33,12
1,0,68,11,1,9,0,0,1,1,3,33,13
8,4,72,14,0,6,5,3,1,34,43,33,14
8,100,74,0,4,2,4,3,1,1,6,33,15
5,3,0,11,1,0,3,4,0,11,17,34,16
7,4,1,0,2,1,4,0,1,13,28,34,17
8,7,2,7,4,10,0,1,0,15,37,34,18
3,1,3,13,0,11,1,3,0,18,39,34,19
4,6,4,2,3,100,2,2,0,22,43,34,20
6,100,5,4,6,3,5,0,0,27,0,34,21
9,2,6,5,5,4,5,3,1,34,2,34,22
1,5,7,6,1,8,3,3,1,41,3,34,23
2,0,8,12,1,9,0,2,0,0,8,34,24
8,4,9,14,1,2,3,1,0,1,12,34,25
1,6,10,15,2,7,1,2,0,2,16,34,26
7,1,11,1,2,5,2,3,0,3,20,34,27
6,0,12,9,6,6,3,3,1,4,22,34,28
5,3,13,10,6,12,2,4,1,5,23,34,29
5,4,14,3,0,13,1,1,0,7,24,34,30
4,5,15,8,2,11,5,1,0,8,25,34,31
7,7,16,2,0,10,4,1,0,9,13,34,32
6,1,17,7,1,10,4,0,1,10,15,34,33
5,0,18,10,4,12,3,4,1,14,26,34,34
6,5,19,3,6,0,3,3,1,20,27,34,35
2,0,20,0,2,3,2,4,1,25,6,34,36
2,6,21,1,5,8,1,3,0,99,8,34,37
9,4,22,3,1,12,5,0,1,6,9,34,38
3,2,23,10,3,5,2,4,1,0,11,34,39
6,6,24,4,6,7,3,2,1,4,14,34,40
8,100,25,12,0,12,0,3,1,15,17,34,100
7,4,26,3,5,7,1,1,1,9,18,34,0
4,5,27,9,4,6,5,1,1,13,21,34,1
3,3,28,10,1,3,3,0,0,7,30,34,2
4,2,29,7,1,5,5,3,1,10,1,34,3
1,5,30,3,6,2,4,0,0,25,4,34,4
6,2,31,5,5,1,2,1,1,15,36,34,5
8,0,32,14,1,5,3,2,1,6,2,34,6
2,100,33,10,6,1,5,4,1,99,24,34,7
7,2,34,12,3,6,4,0,0,5,8,34,8
3,1,35,12,2,10,3,0,1,6,10,34,9
2,7,36,5,5,13,5,4,0,25,39,34,10
8,2,37,5,1,0,5,0,0,15,19,34,11
2,7,38,11,6,2,0,4,1,5,25,34,12
8,3,39,8,1,9,4,4,1,41,23,34,13
4,2,40,11,1,4,4,1,0,18,16,34,14
5,2,42,9,0,100,4,1,1,18,4,34,15
5,5,43,14,2,0,2,4,0,4,20,34,16
5,1,44,7,5,11,4,3,0,6,10,34,17
6,1,45,4,3,100,2,2,1,8,27,34,18
1,7,46,6,5,8,3,3,0,18,21,34,19
6,100,47,10,2,6,4,3,0,20,15,34,20
3,0,48,10,0,100,3,0,1,14,15,34,21
2,7,49,15,6,13,1,4,1,18,15,34,22
5,0,51,5,0,2,5,0,0,5,4,34,23
3,3,54,2,5,10,4,2,0,13,23,34,24
9,4,56,6,3,2,1,0,1,2,24,34,25
4,0,58,1,6,10,5,4,0,7,11,34,26
2,5,59,10,4,7,3,0,0,18,17,34,27
4,6,61,12,2,0,5,0,1,5,28,34,28
7,6,63,0,1,11,2,0,1,13,15,34,29
1,4,68,14,4,10,2,0,1,10,3,34,30
9,7,72,5,4,2,3,0,0,22,25,34,31
3,4,74,4,0,7,3,1,0,6,16,34,32
5,3,0,11,1,0,3,4,0,11,28,35,33
7,4,1,0,2,1,4,0,1,13,37,35,34
8,7,2,7,4,10,0,1,0,15,43,35,35
3,1,3,13,0,11,1,3,0,18,0,35,36
4,6,4,2,3,100,2,2,0,22,3,35,37
6,100,5,4,6,3,5,4,0,27,12,35,38
9,2,6,5,5,4,2,0,0,34,15,35,39
1,5,7,6,0,8,4,0,1,41,16,35,40
2,0,8,12,0,9,1,0,0,0,17,35,100
5,1,9,14,5,2,4,2,0,1,20,35,0
6,3,10,15,4,7,4,0,1,2,22,35,1
1,0,11,1,4,5,4,1,0,3,23,35,2
9,100,12,9,0,6,3,4,1,4,25,35,3
3,3,13,10,3,12,2,0,0,5,26,35,4
3,1,14,3,1,13,1,4,1,7,27,35,5
8,5,15,8,0,4,0,3,0,8,28,35,6
1,2,16,9,0,1,0,0,1,9,30,35,7
9,2,17,13,2,4,0,3,0,10,36,35,8
4,1,18,12,3,8,1,0,0,14,39,35,9
6,6,19,0,0,100,2,4,0,20,1,35,10
9,3,20,13,0,6,5,2,0,25,2,35,11
6,3,21,12,1,1,3,3,1,99,4,35,12
9,7,22,7,6,2,0,2,0,6,6,35,13
6,1,23,15,5,11,5,0,0,18,9,35,14
8,0,24,5,3,4,3,4,0,1,11,35,15
5,3,25,13,5,10,1,0,0,10,13,35,16
7,100,26,1,1,0,4,0,0,8,14,35,17
2,0,27,5,4,1,1,1,1,25,18,35,18
5,5,28,7,2,100,2,2,0,14,21,35,19
3,100,29,7,6,12,0,4,0,27,24,35,20
2,1,30,12,6,7,3,0,0,7,0,35,21
7,5,31,3,0,3,1,2,1,27,1,35,22
2,4,32,5,0,9,3,0,0,14,8,35,23
4,2,33,7,3,100,2,0,0,34,10,35,24
7,5,34,7,5,8,0,3,0,8,19,35,25
3,1,35,13,1,10,4,4,1,18,43,35,26
6,6,36,7,1,4,1,3,1,99,21,35,27
4,5,37,9,5,5,2,0,0,18,36,35,28
8,0,38,13,5,5,5,0,1,2,27,35,29
7,6,39,7,6,5,1,0,1,25,11,35,30
4,4,40,14,3,0,3,4,1,25,27,35,31
2,1,42,0,3,8,3,1,0,41,23,35,32
3,0,43,12,1,12,0,4,0,27,19,35,33
1,2,44,14,2,13,0,2,1,20,3,35,34
9,3,45,12,3,6,3,1,1,27,4,35,35
2,0,46,1,0,5,3,3,1,13,25,35,36
2,3,47,15,6,0,1,2,1,3,43,35,37
3,3,48,3,0,1,5,2,0,9,21,35,38
6,0,49,1,0,3,4,2,0,25,14,35,39
8,7,51,9,1,0,3,0,0,5,20,35,40
9,5,54,14,4,100,0,1,0,5,36,35,100
1,2,56,15,5,10,2,1,0,7,13,35,0
5,7,58,11,2,5,3,1,0,4,21,35,1
5,6,59,8,5,3,2,1,0,4,4,35,2
9,2,61,5,5,2,1,2,1,10,17,35,3
2,3,63,12,0,4,1,3,1,15,21,35,4
4,0,68,1,1,0,5,2,0,4,1,35,5
8,5,72,15,5,5,5,4,1,2,12,35,6
4,6,74,8,4,2,3,3,0,7,37,35,7
5,3,0,11,1,0,3,4,0,11,20,36,8
7,4,1,0,2,1,4,0,1,13,22,36,9
8,7,2,7,4,10,0,1,1,15,23,36,10
3,1,3,13,0,11,1,3,1,18,25,36,11
4,6,4,2,3,100,2,2,1,22,26,36,12
6,100,5,4,6,3,5,4,1,27,28,36,13
9,2,6,5,5,4,4,2,0,34,37,36,14
1,5,7,6,5,8,1,2,0,41,43,36,15
2,0,8,12,2,9,4,1,0,0,3,36,16
8,7,9,14,1,2,4,2,0,1,12,36,17
8,2,10,15,4,7,5,1,1,2,15,36,18
7,6,11,1,4,5,4,2,0,3,16,36,19
3,6,12,9,5,6,5,4,1,4,17,36,20
5,5,13,10,6,12,5,0,0,5,18,36,21
2,2,14,3,3,13,2,1,1,7,21,36,22
3,1,15,8,5,3,0,4,1,8,24,36,23
9,5,16,10,1,9,5,0,0,9,27,36,24
8,2,17,4,2,12,1,0,1,10,30,36,25
4,3,18,7,0,12,1,4,0,14,36,36,26
4,6,19,3,0,4,3,4,1,20,39,36,27
2,4,20,1,1,11,2,1,1,25,0,36,28
8,2,21,12,6,100,5,2,1,99,2,36,29
6,100,22,8,5,3,0,3,0,6,4,36,30
9,5,23,6,6,6,2,2,0,25,6,36,31
7,100,24,1,4,11,4,1,0,99,9,36,32
4,100,25,6,0,7,5,2,0,7,11,36,33
7,2,26,13,3,11,1,0,1,2,13,36,34
6,1,27,11,2,5,1,0,0,27,14,36,35
5,4,28,4,5,4,0,0,0,9,17,36,36
5,5,29,7,1,10,5,1,1,5,37,36,37
8,5,30,5,4,5,1,2,0,14,1,36,38
9,7,31,11,5,8,5,3,0,20,8,36,39
9,1,32,15,2,11,3,1,0,41,10,36,40
6,2,33,7,2,10,5,4,0,18,19,36,100
1,4,34,9,5,6,0,2,0,22,8,36,0
5,1,35,3,1,2,2,2,0,20,2,36,1
5,1,36,2,1,2,2,2,1,20,26,36,2
8,100,37,15,4,12,3,0,0,10,3,36,3
3,5,38,7,2,2,5,0,0,18,13,36,4
5,4,39,14,2,13,4,3,1,6,20,36,5
1,4,40,15,5,13,1,1,1,9,24,36,6
7,7,42,5,6,7,0,4,0,14,27,36,7
8,7,43,11,3,1,0,3,0,20,13,36,8
3,7,44,5,0,5,4,1,0,15,8,36,9
2,7,45,1,6,10,0,0,1,7,25,36,10
2,0,46,9,2,13,4,0,1,18,36,36,11
8,3,47,5,4,13,1,4,1,20,17,36,12
3,3,48,0,3,2,2,1,0,9,1,36,13
2,0,49,9,3,11,1,2,1,8,17,36,14
4,100,51,8,6,100,4,0,0,11,25,36,15
7,3,54,15,4,0,5,1,0,5,15,36,16
6,1,56,4,0,11,4,2,0,27,25,36,17
9,7,58,9,5,7,2,0,0,2,8,36,18
5,5,59,11,1,10,3,1,0,7,21,36,19
7,1,61,7,6,3,1,4,1,2,16,36,20
9,0,63,5,1,12,1,1,0,4,10,36,21
8,100,68,9,6,9,4,1,0,18,0,36,22
